parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,logerror,transactiondate
11077887,1.0,,,3.0,3.0,,8.0,3.0,,,1586.0,1586.0,,,,,6037.0,,3.0,,,,2.0,34274774.0,-118611992.0,126445.0,,,,,,010C,266.0,LARD4,60371132.11102901,12447.0,3101.0,37835.0,96346.0,0.0,,,,1.0,,,1989.0,,,168393.0,259602.0,2016.0,91209.0,3232.58,,,60371132111029.0,-0.0166912292735,2017-04-20
12120058,1.0,,,2.0,1.0,,8.0,2.0,,,887.0,887.0,,,,,6037.0,,2.0,,,,2.0,34143700.0,-118102000.0,31660.0,,,,,,010C,266.0,PSR3,60374634.004001,47019.0,3101.0,275426.0,96295.0,0.0,,,,1.0,,,1972.0,,,78763.0,105004.0,2016.0,26241.0,1387.19,,,60374634004001.0,0.011234397009399998,2017-02-16
13045611,1.0,,,3.0,3.0,,8.0,3.0,,,1162.0,1162.0,,,,,6037.0,,3.0,,,,2.0,34124565.0,-117809492.0,1506.0,1.0,,,,1.0,010D,269.0,SDSF7500RP,60374013.11100301,33836.0,3101.0,,96513.0,0.0,,,,1.0,,,1974.0,,,59542.0,295125.0,2016.0,235583.0,3713.37,,,60374013111003.0,-0.00665445486151,2017-06-28
12447539,1.0,,,1.0,2.0,,6.0,1.0,,,1140.0,1140.0,,,,,6037.0,,1.0,,,,2.0,33875426.0,-118182202.0,5108.0,,,,,,0100,261.0,LBR1N,60375702.02400699,46298.0,3101.0,276476.0,96239.0,0.0,,,,1.0,,,1928.0,,,134825.0,385794.0,2016.0,250969.0,4632.33,,,60375702024007.0,-0.054202928453,2017-09-08
11911216,1.0,,,3.0,3.0,,8.0,3.0,,,1382.0,1382.0,,,,,6037.0,,3.0,,,,2.0,34093700.0,-118100000.0,47777.0,,,,,,010C,266.0,SLR3*,60374811.033009,33837.0,3101.0,,96515.0,0.0,,,,1.0,,,1984.0,,,132556.0,197306.0,2016.0,64750.0,2885.62,,,60374811033009.0,0.0274527773074,2017-02-16
13072589,1.0,,,3.0,4.0,,7.0,3.0,,,3233.0,3233.0,,,,,6037.0,,3.0,,,,2.0,34046577.0,-117863563.0,11836.0,,,,,,0100,261.0,WAC3-RPD28,60374034.07200401,34636.0,3101.0,,96522.0,0.0,,,,1.0,,,1993.0,,,461760.0,1304475.0,2016.0,842715.0,14989.44,,,60374034072004.0,0.016710063419200002,2017-05-24
11278898,1.0,,,3.0,4.0,,7.0,3.0,,,3556.0,3556.0,,,,,6037.0,,3.0,,,,2.0,34693489.0,-118151705.0,11734.0,,,,,,0100,261.0,LRR17000*,60379008.05200601,5534.0,3101.0,,97317.0,0.0,,,,1.0,,,1986.0,,,242200.0,339000.0,2016.0,96800.0,4795.67,,,60379008052006.0,-0.013239740209700002,2017-02-14
12403044,1.0,,,2.0,4.0,,8.0,2.0,,,1400.0,1400.0,,,,,6037.0,,2.0,,,,2.0,33879273.0,-118038926.0,5566.0,,,,,,0100,261.0,CERS5000,60375545.111014,10774.0,3101.0,,96206.0,0.0,,,,1.0,,,1971.0,,,54030.0,74923.0,2016.0,20893.0,1086.24,Y,15.0,60375545111014.0,0.0643122568451,2017-03-20
11304021,1.0,,,3.0,5.0,,8.0,3.0,,,3029.0,3029.0,,,,,6037.0,,3.0,,,,2.0,34699897.0,-118184324.0,,,,,,,0100,261.0,LRD22*,60379010.043001,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,2011.0,,,198413.0,267379.0,2016.0,68966.0,4022.52,,,60379010043001.0,-0.0397989118488,2017-07-21
14499533,13.0,,,2.5,4.0,,,2.5,,,2705.0,2705.0,,,,,6059.0,1.0,2.0,2.0,465.0,,,33645043.0,-117630788.0,5950.0,,,,,,122,261.0,,60590320.34100699,12773.0,1286.0,,96996.0,8.0,,1.0,,,,,1979.0,2.0,,194051.0,813215.0,2016.0,619164.0,8397.92,,,60590320341007.0,0.0141815925431,2017-05-30
11607812,1.0,,,2.0,2.0,,7.0,2.0,,,1434.0,1434.0,,,,,6037.0,,2.0,,,,2.0,34048600.0,-118416000.0,20127.0,1.0,,,,1.0,010C,266.0,LAR3,60372679.02300601,12447.0,3101.0,114246.0,96045.0,0.0,,,,1.0,,,1974.0,,,189455.0,677051.0,2016.0,487596.0,8089.66,,,60372679023006.0,0.0013729103078599998,2017-05-26
11944612,1.0,,,6.0,9.0,,6.0,6.0,,,4654.0,,,4654.0,,,6037.0,,6.0,,,,,34094900.0,-118284000.0,5008.0,,,,,,0400,248.0,LAR2,60371913.021000005,12447.0,3101.0,32059.0,96010.0,0.0,,,,4.0,,,1969.0,,,262061.0,511643.0,2016.0,249582.0,6497.07,Y,15.0,60371913021000.0,0.0264014538073,2017-05-08
10901097,1.0,,,3.0,3.0,,8.0,3.0,,,2837.0,2837.0,,,,,6037.0,,3.0,,,,2.0,34162600.0,-118391555.0,11699.0,1.0,,,,1.0,0101,261.0,LAR1,60371251.00399999,12447.0,3101.0,268551.0,96452.0,0.0,,,,1.0,,,1936.0,,,315649.0,902909.0,2016.0,587260.0,10928.69,,,60371251004000.0,-0.0385377851682,2017-05-09
10804287,1.0,,,2.0,2.0,,8.0,2.0,,,1234.0,1234.0,,,,,6037.0,,2.0,,,,2.0,34170300.0,-118522000.0,43600.0,1.0,,,,1.0,010E,266.0,LAR3,60371395.042002,12447.0,3101.0,51906.0,96349.0,0.0,,,,1.0,,,1970.0,,,216700.0,310000.0,2016.0,93300.0,3792.21,,,60371395042002.0,-0.00699720090486,2017-05-19
11639881,1.0,,,5.0,5.0,,11.0,5.0,,,4578.0,4578.0,,,,,6037.0,,5.0,,,,2.0,34086366.0,-118423321.0,8554.0,,,,,,0100,261.0,BHR1*,60377007.00101601,10389.0,3101.0,,96086.0,0.0,,,,1.0,,,1932.0,,,84689.0,326990.0,2016.0,242301.0,3955.16,,,60377007001016.0,0.0733563008328,2017-03-23
10832641,1.0,,,3.0,2.0,,8.0,3.0,,,1310.0,1310.0,,,,,6037.0,,3.0,,,,2.0,34195300.0,-118475000.0,10645.0,,,,,,010E,266.0,LARD1.5,60371276.03200501,12447.0,3101.0,41466.0,96415.0,0.0,,,,1.0,,,1982.0,,,170000.0,284000.0,2016.0,114000.0,3500.47,,,60371276032005.0,0.0349949514824,2017-03-07
14095820,5.0,,,3.0,4.0,,,3.0,,,2542.0,2542.0,,,,,6059.0,1.0,3.0,2.0,483.0,True,7.0,33777038.0,-118052473.0,5200.0,1.0,,,1.0,,122,261.0,,60591100.12200899,54352.0,1286.0,,96225.0,8.0,,,,,,,1968.0,2.0,,175351.0,689904.0,2016.0,514553.0,7927.48,,,60591100122009.0,-0.0161860920829,2017-06-26
12110717,1.0,,,2.0,2.0,,6.0,2.0,,,1130.0,1130.0,,,,,6037.0,,2.0,,,,2.0,34142100.0,-118136000.0,29026.0,1.0,,,,1.0,010E,266.0,PSCD8*,60374636.013008,47019.0,3101.0,275405.0,96289.0,0.0,,,,1.0,,,1988.0,,,133288.0,493363.0,2016.0,360075.0,5668.59,,,60374636013008.0,0.014713588967600003,2017-08-29
11635686,1.0,,,1.0,1.0,,9.0,1.0,,,750.0,750.0,,,,,6037.0,,1.0,,,,2.0,34089600.0,-118390000.0,29826.0,1.0,,,,1.0,010E,266.0,WDR3A*,60377005.01101,48424.0,3101.0,,96050.0,0.0,,,,1.0,,,1963.0,,,145103.0,216377.0,2016.0,71274.0,2790.29,,,60377005011010.0,0.05516515193,2017-09-08
11754629,1.0,,,3.0,4.0,,4.0,3.0,,,2480.0,,,2480.0,,,6037.0,,3.0,,,,,34054512.0,-118367652.0,6503.0,,,,,,0200,246.0,LAR1,60372168.00200301,12447.0,3101.0,403194.0,96016.0,0.0,,,,2.0,,,1948.0,,,329495.0,562607.0,2016.0,233112.0,12203.87,,,60372168002003.0,-0.0691802581443,2017-02-13
10817538,1.0,,,4.0,5.0,,9.0,4.0,,,3580.0,3580.0,,,,,6037.0,,4.0,,,,2.0,34146458.0,-118529581.0,17574.0,1.0,,,,1.0,0101,261.0,LARA,60371397.031014,12447.0,3101.0,51906.0,96349.0,0.0,,,,1.0,,,1975.0,,,321776.0,1608889.0,2016.0,1287113.0,19650.38,,,60371397031014.0,0.6013213634719999,2017-03-15
14689670,1.0,,,1.5,2.0,,,1.5,,,1175.0,1175.0,,,,,6059.0,,1.0,2.0,0.0,,6.0,33743924.0,-117969619.0,,,,,,,34,266.0,,60590992.221014,34780.0,1286.0,,96990.0,4.0,,1.0,,,,,1978.0,,,113675.0,219400.0,2016.0,105725.0,2721.7,,,60590992221014.0,-0.0287843986309,2017-07-03
12563578,1.0,,,2.0,3.0,,6.0,2.0,,,2200.0,2200.0,,,,,6037.0,,2.0,,,,2.0,33882484.0,-118200978.0,8301.0,,,,,,0100,261.0,LCA1*,60375422.00203001,24174.0,3101.0,,96091.0,0.0,,,,1.0,,,1940.0,,,178172.0,282195.0,2016.0,104023.0,3921.98,,,60375422002030.0,-0.0401001987956,2017-04-03
12361989,1.0,,,3.0,3.0,,8.0,3.0,,,1754.0,1754.0,,,,,6037.0,,3.0,,,,2.0,33979711.0,-118226505.0,3599.0,,,,,,0100,261.0,HPR4*,60375326.053012,39076.0,3101.0,,96110.0,0.0,,,,1.0,,,1988.0,,,140400.0,292547.0,2016.0,152147.0,4415.19,,,60375326053012.0,-0.114905615208,2017-06-07
10721934,1.0,,,2.0,3.0,,8.0,2.0,,,1725.0,1725.0,,,,,6037.0,,2.0,,,,2.0,34194015.0,-118611679.0,10559.0,1.0,,,,1.0,0101,261.0,LARS,60371351.111012,12447.0,3101.0,30731.0,96338.0,0.0,,,,1.0,,,1960.0,,,126387.0,436897.0,2016.0,310510.0,5493.94,,,60371351111012.0,-0.104822815039,2017-06-22
10795957,1.0,,,4.0,4.0,,8.0,4.0,,,3359.0,3359.0,,,,,6037.0,,4.0,,,,2.0,34176488.0,-118580321.0,9795.0,,,,,,0100,261.0,LARS,60371371.041008,12447.0,3101.0,48570.0,96389.0,0.0,,,,1.0,,,1959.0,,,176653.0,559002.0,2016.0,382349.0,6895.67,,,60371371041008.0,0.0702903008927,2017-05-19
14646846,1.0,,,2.0,2.0,,,2.0,,,1136.0,1136.0,,,,,6059.0,,2.0,,,,24.0,33613180.0,-117743363.0,,,,,,,34,266.0,,60590626.483018,46098.0,1286.0,,,5.0,,,,,,,1974.0,1.0,,15171.0,68966.0,2016.0,53795.0,725.38,,,60590626483004.0,0.0758724859118,2017-06-20
10843610,1.0,,,2.0,3.0,,6.0,2.0,,,1216.0,1216.0,,,,,6037.0,,2.0,,,,2.0,34173192.0,-118463806.0,6721.0,1.0,,,,1.0,0101,261.0,LAR1,60371284.00400601,12447.0,3101.0,27080.0,96420.0,0.0,,,,1.0,,,1954.0,,,51640.0,258226.0,2016.0,206586.0,3132.55,,,60371284004006.0,0.00169399045247,2017-06-14
12478591,1.0,,,3.0,4.0,,8.0,3.0,,,2941.0,2941.0,,,,,6037.0,,3.0,,,,2.0,33875937.0,-118113685.0,5219.0,,,,,,0100,261.0,BFA1*,60375544.06100501,44116.0,3101.0,,96208.0,0.0,,,,1.0,,,2001.0,,,212000.0,612000.0,2016.0,400000.0,7204.93,,,60375544061005.0,0.012481522683299998,2017-02-01
11104516,1.0,,,3.0,5.0,,8.0,3.0,,,2981.0,2981.0,,,,,6037.0,,3.0,,,,2.0,34434729.0,-118466319.0,16715.0,1.0,,,,1.0,0101,261.0,SCUR2,60379200.341011,54311.0,3101.0,37739.0,96374.0,0.0,,,,1.0,,,1999.0,,,428449.0,655440.0,2016.0,226991.0,8813.23,,,60379200341011.0,0.016246102057,2017-01-11
12950211,1.0,,,2.0,3.0,,8.0,2.0,,,1770.0,1770.0,,,,,6037.0,,2.0,,,,2.0,34059817.0,-117876603.0,19643.0,1.0,,,,1.0,0101,261.0,WCR120000*,60374063.00202,14542.0,3101.0,,96524.0,0.0,,,,1.0,,,1960.0,,,98700.0,493507.0,2016.0,394807.0,6123.35,,,60374063002020.0,0.286700712654,2017-08-31
11349163,1.0,,,3.0,3.0,,8.0,3.0,,,1809.0,1809.0,,,,,6037.0,,3.0,,,,2.0,34472164.0,-118551539.0,42851.0,,,,,,010D,269.0,LCA22*,60379201.021003,,3101.0,,96377.0,0.0,,,,1.0,,,2005.0,,,189191.0,401785.0,2016.0,212594.0,9852.25,,,60379201021008.0,0.133020432434,2017-05-18
11642288,1.0,,,4.0,5.0,,11.0,4.0,,,4362.0,4362.0,,,,,6037.0,,4.0,,,,2.0,34078849.0,-118434351.0,10707.0,,,,,,0100,261.0,LAR1,60372651.002008,12447.0,3101.0,118920.0,96005.0,0.0,,,,1.0,,,1929.0,,,151035.0,315875.0,2016.0,164840.0,4119.26,,,60372651002008.0,-0.0142517352599,2017-03-20
12082689,1.0,,,5.0,4.0,,8.0,5.0,,,2997.0,,,2997.0,,,6037.0,,5.0,,,,2.0,34139262.0,-118239569.0,6513.0,,,,,,0200,246.0,GLR4YY,60373021.03300601,45457.0,3101.0,275396.0,96324.0,0.0,,,,2.0,,,2009.0,,,452198.0,617332.0,2016.0,165134.0,6864.82,,,60373021033006.0,-0.300283073876,2017-05-31
11630552,1.0,,,3.0,2.0,,9.0,3.0,,,1700.0,1700.0,,,,,6037.0,,3.0,,,,2.0,34076500.0,-118385000.0,5888.0,,,,,,010C,266.0,WDR2*,60377004.004026,48424.0,3101.0,762181.0,96029.0,0.0,,,,1.0,,,1980.0,,,212207.0,636622.0,2016.0,424415.0,8027.51,,,60377004004026.0,-0.0339442982248,2017-04-11
12858151,1.0,,,3.0,4.0,,8.0,3.0,,,2334.0,2334.0,,,,,6037.0,,3.0,,,,2.0,33986838.0,-117836424.0,8160.0,,,,,,0100,261.0,LCR18000*,60374033.222008,24384.0,3101.0,,96505.0,0.0,,,,1.0,,,1976.0,,,284569.0,557043.0,2016.0,272474.0,6592.08,,,60374033222008.0,0.00218813934054,2017-05-03
13072963,1.0,,,3.0,4.0,,8.0,3.0,,,2074.0,2074.0,,,,,6037.0,,3.0,,,,2.0,34038824.0,-117857811.0,10137.0,1.0,,,,1.0,0101,261.0,WAC3-RPD28,60374034.06102701,34636.0,3101.0,,96522.0,0.0,,,,1.0,,,1985.0,,,356384.0,707357.0,2016.0,350973.0,8457.27,,,60374034061027.0,-0.0280495101097,2017-01-19
11071535,1.0,,,6.0,6.0,,10.0,6.0,,,10605.0,10605.0,,,,,6037.0,,6.0,,,,2.0,34270729.0,-118572379.0,88198.0,1.0,,,,1.0,0103,261.0,LAA2,60371131.022001,12447.0,3101.0,37835.0,96346.0,0.0,,,,1.0,,,1989.0,,,1472529.0,3272288.0,2016.0,1799759.0,39621.85,,,60371131022001.0,0.268614703822,2017-08-31
10790893,1.0,,,3.0,2.0,,8.0,3.0,,,1519.0,1519.0,,,,,6037.0,,3.0,,,,2.0,34184200.0,-118611000.0,122810.0,1.0,,,,1.0,010C,266.0,LAR3,60371351.141001,12447.0,3101.0,48570.0,96389.0,0.0,,,,1.0,,,1972.0,,,167739.0,434036.0,2016.0,266297.0,5219.57,,,60371351141001.0,-0.0123299091108,2017-06-07
12027770,1.0,,,2.0,1.0,,7.0,2.0,,,783.0,783.0,,,,,6037.0,,2.0,,,,2.0,34104300.0,-118348000.0,32021.0,1.0,,,,1.0,010E,266.0,LAR3,60371941.011016,12447.0,3101.0,274049.0,96027.0,0.0,,,,1.0,,,1965.0,,,136000.0,394000.0,2016.0,258000.0,4731.89,,,60371941011016.0,0.0195524874162,2017-04-13
11304969,1.0,,,3.0,3.0,,8.0,3.0,,,1821.0,1821.0,,,,,6037.0,,3.0,,,,2.0,34686730.0,-118188642.0,6555.0,,,,,,0100,261.0,LRR17500*,60379010.041012,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,1986.0,,,168700.0,225000.0,2016.0,56300.0,3380.12,,,60379010041012.0,0.0612507507499,2017-03-08
12863247,1.0,,,2.0,2.0,,8.0,2.0,,,2070.0,2070.0,,,,,6037.0,,2.0,,,,2.0,34115654.0,-117744886.0,10124.0,,,,,,0100,261.0,CLRS10000*,60374017.012011,30908.0,3101.0,,96469.0,0.0,,,,1.0,,,1954.0,,,73189.0,84555.0,2016.0,11366.0,1511.23,,,60374017012011.0,0.00362968270412,2017-02-09
10899091,1.0,,,2.0,2.0,,8.0,2.0,,,1268.0,1268.0,,,,,6037.0,,2.0,,,,2.0,34163900.0,-118376000.0,21791.0,1.0,,,,1.0,010C,266.0,LAR4,60371254.01100001,12447.0,3101.0,46795.0,96446.0,0.0,,,,1.0,,,1991.0,,,206294.0,264623.0,2016.0,58329.0,3251.97,,,60371254011000.0,0.0148663276621,2017-09-06
10907327,1.0,,,3.0,3.0,,8.0,3.0,,,2164.0,2164.0,,,,,6037.0,,3.0,,,,2.0,34154662.0,-118403871.0,8337.0,,,,,,0100,261.0,LAR1,60371434.001007,12447.0,3101.0,47880.0,96449.0,0.0,,,,1.0,,,1949.0,,,124552.0,163877.0,2016.0,39325.0,2062.46,,,60371434001007.0,-0.0660581158787,2017-05-12
10933052,1.0,,,3.0,3.0,,7.0,3.0,,,2974.0,2974.0,,,,,6037.0,,3.0,,,,2.0,34147657.0,-118358641.0,12942.0,1.0,,,,1.0,0101,261.0,LAR1,60371431.00301801,12447.0,3101.0,27431.0,96447.0,0.0,,,,1.0,,,1927.0,,,275521.0,613584.0,2016.0,338063.0,7610.98,,,60371431003018.0,0.0340053986126,2017-06-15
11044353,1.0,,,2.0,2.0,,8.0,2.0,,,1020.0,1020.0,,,,,6037.0,,2.0,,,,2.0,34234900.0,-118472000.0,17774.0,,,,,,010C,266.0,LAR3,60371174.051002,12447.0,3101.0,13017.0,96369.0,0.0,,,,1.0,,,1982.0,,,108807.0,135955.0,2016.0,27148.0,2991.92,,,60371174051002.0,0.0902241546222,2017-01-19
11036790,1.0,,,3.0,3.0,,8.0,3.0,,,1434.0,1434.0,,,,,6037.0,,3.0,,,,2.0,34241700.0,-118446000.0,37168.0,1.0,,,,1.0,012C,266.0,LARD2,60371193.421000004,12447.0,3101.0,13176.0,96411.0,0.0,,,,1.0,,,1981.0,,,169800.0,255000.0,2016.0,85200.0,3095.9,,,60371193421000.0,-0.019277325815,2017-09-12
11092563,1.0,,,2.0,2.0,,6.0,2.0,,,1217.0,1217.0,,,,,6037.0,,2.0,,,,2.0,34241400.0,-118535000.0,56375.0,1.0,,,,1.0,010C,266.0,LAR3,60371152.01100001,12447.0,3101.0,33183.0,96355.0,0.0,,,,1.0,,,1984.0,,,89803.0,112245.0,2016.0,22442.0,1354.65,,,60371152011000.0,-0.0253135139096,2017-04-26
12114089,1.0,,,2.0,2.0,,8.0,2.0,,,913.0,913.0,,,,,6037.0,,2.0,,,,2.0,34147400.0,-118126000.0,15043.0,,,,,,010C,266.0,PSR4,60374623.021006,47019.0,3101.0,275958.0,96294.0,0.0,,,,1.0,,,1988.0,,,169930.0,371755.0,2016.0,201825.0,4298.86,,,60374623021006.0,-0.0236785844315,2017-08-16
11409189,1.0,,,3.0,3.0,,7.0,3.0,,,1364.0,1364.0,,,,,6037.0,,3.0,,,,2.0,33956553.0,-118334883.0,126517.0,1.0,,,,1.0,010C,266.0,INCR*,60376007.03100699,45888.0,3101.0,,96137.0,0.0,,,,1.0,,,1986.0,,,158393.0,216812.0,2016.0,58419.0,3043.78,,,60376007031007.0,-0.0551803397166,2017-01-10
12986547,1.0,,,3.0,3.0,,6.0,3.0,,,1325.0,1325.0,,,,,6037.0,,3.0,,,,2.0,34072000.0,-117979000.0,66091.0,,,,,,010C,266.0,BPR3*,60374047.02300301,10241.0,3101.0,,96465.0,0.0,,,,1.0,,,1983.0,,,135812.0,228121.0,2016.0,92309.0,2952.45,,,60374047023003.0,0.0276388361171,2017-07-24
12001462,1.0,,,1.0,1.0,,8.0,1.0,,,793.0,793.0,,,,,6037.0,,1.0,,,,2.0,34088391.0,-118370084.0,120104.0,1.0,,,,1.0,010E,266.0,WDR4*,60377003.004003,48424.0,3101.0,,96050.0,0.0,,,,1.0,,,1973.0,,,110171.0,282465.0,2016.0,172294.0,3569.43,,,60377003004003.0,0.00507843752178,2017-03-22
12011760,1.0,,,3.0,2.0,,9.0,3.0,,,1280.0,1280.0,,,,,6037.0,,3.0,,,,2.0,34103600.0,-118337000.0,33000.0,1.0,,,,1.0,010C,266.0,LAR4,60371902.021002,12447.0,3101.0,32059.0,96009.0,0.0,,,,1.0,,,2007.0,,,283463.0,566926.0,2016.0,283463.0,6879.95,,,60371902021002.0,0.0284500773561,2017-02-03
11171882,1.0,,,3.0,3.0,,8.0,3.0,,,2074.0,2074.0,,,,,6037.0,,3.0,,,,2.0,34412844.0,-118563194.0,563294.0,,,,,,010D,269.0,SCUR3,60379203.28100301,54311.0,3101.0,48200.0,96378.0,0.0,,,,1.0,,,2001.0,,,334000.0,558000.0,2016.0,224000.0,7341.31,,,60379203281003.0,0.0200596120196,2017-06-14
12852277,1.0,,,3.0,5.0,,8.0,3.0,,,2101.0,2101.0,,,,,6037.0,,3.0,,,,2.0,33981057.0,-117872047.0,20073.0,1.0,,,,1.0,0101,261.0,LCA110000*,60374087.05300699,22827.0,3101.0,,96492.0,0.0,,,,1.0,,,1974.0,,,158569.0,310120.0,2016.0,151551.0,4118.98,,,60374087053007.0,0.111061744352,2017-08-01
11270226,1.0,,,2.0,3.0,,6.0,2.0,,,1064.0,1064.0,,,,,6037.0,,2.0,,,,2.0,34668121.0,-118183888.0,6929.0,,,,,,0100,261.0,LRRA7000*,60379010.101001,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,1980.0,,,164000.0,205000.0,2016.0,41000.0,3195.25,,,60379010101001.0,-0.0411403292261,2017-03-14
13062181,1.0,,,3.0,4.0,,8.0,3.0,,,2560.0,2560.0,,,,,6037.0,,3.0,,,,2.0,34039474.0,-117795178.0,5970.0,,,,,,0100,261.0,POPRD*,60374033.171001,20008.0,3101.0,,96506.0,0.0,,,,1.0,,,1989.0,,,83713.0,371747.0,2016.0,288034.0,4898.29,,,60374033171001.0,0.26076759628400004,2017-05-24
11399950,1.0,,,2.0,2.0,,7.0,2.0,,,850.0,850.0,,,,,6037.0,,2.0,,,,2.0,33974046.0,-118352947.0,27740.0,,,,,,010C,266.0,INR3YY,60376009.024008,45888.0,3101.0,,96134.0,0.0,,,,1.0,,,1987.0,,,118178.0,195759.0,2016.0,77581.0,2628.15,,,60376009024008.0,-0.29545064511,2017-02-22
10886109,1.0,,,2.0,3.0,,8.0,2.0,,,1774.0,1774.0,,,,,6037.0,,2.0,,,,2.0,34182335.0,-118426949.0,6004.0,,,,,,0100,261.0,LAR1,60371236.022001,12447.0,3101.0,268548.0,96410.0,0.0,,,,1.0,,,1968.0,,,65422.0,105781.0,2016.0,40359.0,1333.02,,,60371236022001.0,-0.0522606819759,2017-07-18
14336867,13.0,,,2.5,4.0,,,2.5,,,2427.0,2427.0,,,,,6059.0,2.0,2.0,2.0,620.0,,,33772208.0,-117788263.0,13050.0,1.0,,,,1.0,122,261.0,,60590756.041,40081.0,1286.0,,97005.0,8.0,,1.0,,,,,1973.0,1.0,,244314.0,905415.0,2016.0,661101.0,10098.28,,,60590756041000.0,-0.054535614848800006,2017-08-10
12751819,1.0,,,3.0,4.0,,8.0,3.0,,,1844.0,1844.0,,,,,6037.0,,3.0,,,,2.0,33894360.0,-118001364.0,5787.0,,,,,,010D,269.0,LMC4*,60375038.023022,5465.0,3101.0,,96190.0,0.0,,,,1.0,,,1994.0,,,219532.0,548831.0,2016.0,329299.0,6888.43,,,60375038023022.0,0.0355279015821,2017-01-18
13023236,1.0,,,3.0,3.0,,8.0,3.0,,,1277.0,1277.0,,,,,6037.0,,3.0,,,,2.0,34107500.0,-117901000.0,130527.0,1.0,,,,1.0,010C,266.0,AZR3A*,60374045.041008,37015.0,3101.0,,96464.0,0.0,,,,1.0,,,1980.0,,,178214.0,278557.0,2016.0,100343.0,3368.77,,,60374045041008.0,0.020583606330900003,2017-04-28
10917447,1.0,,,4.0,4.0,,9.0,4.0,,,3764.0,3764.0,,,,,6037.0,,4.0,,,,2.0,34137360.0,-118407935.0,9726.0,,,,,,0100,261.0,LAR1,60371439.01100001,12447.0,3101.0,47880.0,96449.0,0.0,,,,1.0,,,2002.0,,,1004332.0,1673886.0,2016.0,669554.0,20290.27,,,60371439011000.0,0.0206525216858,2017-08-04
14207967,1.0,,,3.0,4.0,,,3.0,,,2224.0,2224.0,,,,,6059.0,1.0,3.0,2.0,560.0,,6.0,33862825.0,-117767001.0,7370.0,1.0,,,,1.0,122,261.0,,60590219.053025,16764.0,1286.0,113455.0,97027.0,8.0,,,,,,,1975.0,2.0,,181964.0,383152.0,2016.0,201188.0,4231.66,,,60590219053025.0,-0.0445965409501,2017-03-27
11093450,1.0,,,4.0,4.0,,10.0,4.0,,,5759.0,5759.0,,,,,6037.0,,4.0,,,,2.0,34229166.0,-118510059.0,94988.0,1.0,,,,1.0,0101,261.0,LARA,60371151.013019,12447.0,3101.0,33183.0,96355.0,0.0,,,,1.0,,,1996.0,,,946004.0,1542026.0,2016.0,596022.0,19078.66,,,60371151013019.0,-0.164684037147,2017-05-05
11345791,1.0,,,3.0,4.0,,8.0,3.0,,,2229.0,2229.0,,,,,6037.0,,3.0,,,,2.0,34474579.0,-118533468.0,10712.0,,,,,,0100,261.0,SCUR2,60379200.15100601,54311.0,3101.0,6952.0,96403.0,0.0,,,,1.0,,,1999.0,,,270584.0,538475.0,2016.0,267891.0,7329.59,,,60379200151006.0,0.00226387945017,2017-08-25
11036259,1.0,,,2.0,3.0,,8.0,2.0,,,1176.0,1176.0,,,,,6037.0,,2.0,,,,2.0,34243200.0,-118448000.0,55160.0,,,,,,012C,266.0,LARD2,60371193.101,12447.0,3101.0,13176.0,96411.0,0.0,,,,1.0,,,1980.0,,,120418.0,150547.0,2016.0,30129.0,1925.92,,,60371193101000.0,-0.013555216418,2017-05-05
11292236,1.0,,,7.0,8.0,,6.0,7.0,,,3940.0,,,3940.0,,,6037.0,,7.0,,,,,34696520.0,-118125272.0,8285.0,,,,,,0400,248.0,LRR3*,60379006.071002,5534.0,3101.0,,97318.0,0.0,,,,4.0,,,1983.0,,,256417.0,301666.0,2016.0,45249.0,5689.24,,,60379006071002.0,-0.0438909567287,2017-04-25
12560646,1.0,,,2.0,1.0,,11.0,2.0,,,1239.0,1239.0,,,,,6037.0,,2.0,,,,2.0,33768700.0,-118191000.0,60217.0,1.0,,,,1.0,01HC,266.0,LBPD30,60375760.012007,46298.0,3101.0,273486.0,96236.0,0.0,,,,1.0,,,2006.0,,,211040.0,335499.0,2016.0,124459.0,4151.94,,,60375760012034.0,-0.023598752119900004,2017-06-07
